Arizona,2/15/21,42900,42900
Arkansas,2/15/21,18525,18525
California,2/15/21,241800,241800
Chicago,2/15/21,17550,17550
Colorado,2/15/21,35100,35100
Connecticut,2/15/21,23400,23400
Delaware,2/15/21,6825,6825
District of Columbia,2/15/21,4875,4875
Federal Entities,2/15/21,105300,105300
Florida,2/15/21,132600,132600
Georgia,2/15/21,63375,63375
Guam,2/15/21,0,0
Hawaii,2/15/21,9750,9750
Idaho,2/15/21,10725,10725
Illinois,2/15/21,63375,63375
Indiana,2/15/21,40950,40950
Iowa,2/15/21,19500,19500
Kansas,2/15/21,18525,18525
Kentucky,2/15/21,28275,28275
Louisiana,2/15/21,29250,29250
Maine,2/15/21,8775,8775
Mariana Islands,2/15/21,0,0
Marshall Islands,2/15/21,0,0
Maryland,2/15/21,38025,38025
Massachusetts,2/15/21,43875,43875
Michigan,2/15/21,62400,62400
Micronesia,2/15/21,0,0
Minnesota,2/15/21,34125,34125
Mississippi,2/15/21,18525,18525
Missouri,2/15/21,38025,38025
Montana,2/15/21,6825,6825
Nebraska,2/15/21,11700,11700
Nevada,2/15/21,18525,18525
New Hampshire,2/15/21,8775,8775
New Jersey,2/15/21,55575,55575
New Mexico,2/15/21,13650,13650
New York,2/15/21,71175,71175
New York City,2/15/21,53625,53625
North Carolina,2/15/21,63375,63375
North Dakota,2/15/21,4875,4875
Ohio,2/15/21,73125,73125
Oklahoma,2/15/21,24375,24375
Oregon,2/15/21,26325,26325
Palau,2/15/21,0,0
Pennsylvania,2/15/21,71175,71175
Philadelphia,2/15/21,10725,10725
Puerto Rico,2/15/21,22425,22425
Rhode Island,2/15/21,6825,6825
South Carolina,2/15/21,31200,31200
South Dakota,2/15/21,5850,5850
Tennessee,2/15/21,41925,41925
Texas,2/15/21,165750,165750
U.S. Virgin Islands,2/15/21,975,975
Utah,2/15/21,17550,17550
Vermont,2/15/21,4875,4875
Virginia,2/15/21,52650,52650
Washington,2/15/21,46800,46800
West Virginia,2/15/21,11700,11700
Wisconsin,2/15/21,37050,37050
Wyoming,2/15/21,3900,3900
Alabama,2/8/21,30225,30225
Alaska,2/8/21,0,0
American Samoa,2/8/21,0,0
Arizona,2/8/21,42900,42900
Arkansas,2/8/21,18525,18525
California,2/8/21,241800,241800
Chicago,2/8/21,17550,17550
Colorado,2/8/21,35100,35100
Connecticut,2/8/21,23400,23400
Delaware,2/8/21,6825,6825
District of Columbia,2/8/21,4875,4875
Federal Entities,2/8/21,105300,105300
Florida,2/8/21,132600,132600
Georgia,2/8/21,63375,63375
Guam,2/8/21,0,0
Hawaii,2/8/21,9750,9750
Idaho,2/8/21,10725,10725
Illinois,2/8/21,63375,63375
Indiana,2/8/21,40950,40950
Iowa,2/8/21,19500,19500
Kansas,2/8/21,18525,18525
Kentucky,2/8/21,28275,28275
Louisiana,2/8/21,29250,29250
Maine,2/8/21,8775,8775
Mariana Islands,2/8/21,0,0
Marshall Islands,2/8/21,0,0
Maryland,2/8/21,38025,38025
Massachusetts,2/8/21,43875,43875
Michigan,2/8/21,62400,62400
Micronesia,2/8/21,0,0
Minnesota,2/8/21,34125,34125
Mississippi,2/8/21,18525,18525
Missouri,2/8/21,38025,38025
Montana,2/8/21,6825,6825
Nebraska,2/8/21,11700,11700
Nevada,2/8/21,18525,18525
New Hampshire,2/8/21,8775,8775
New Jersey,2/8/21,55575,55575
New Mexico,2/8/21,13650,13650
New York,2/8/21,71175,71175
New York City,2/8/21,53625,53625
North Carolina,2/8/21,63375,63375
North Dakota,2/8/21,4875,4875
Ohio,2/8/21,73125,73125
Oklahoma,2/8/21,24375,24375
Oregon,2/8/21,26325,26325
Palau,2/8/21,0,0
Pennsylvania,2/8/21,71175,71175
Philadelphia,2/8/21,10725,10725
Puerto Rico,2/8/21,22425,22425
Rhode Island,2/8/21,6825,6825
South Carolina,2/8/21,31200,31200
South Dakota,2/8/21,5850,5850
Tennessee,2/8/21,41925,41925
Texas,2/8/21,165750,165750
U.S. Virgin Islands,2/8/21,975,975
Utah,2/8/21,17550,17550
Vermont,2/8/21,4875,4875
Virginia,2/8/21,52650,52650
Washington,2/8/21,46800,46800
West Virginia,2/8/21,11700,11700
Wisconsin,2/8/21,37050,37050
Wyoming,2/8/21,3900,3900
Alabama,2/1/21,30225,30225
Alaska,2/1/21,27300,27300
American Samoa,2/1/21,7800,0
Arizona,2/1/21,42900,42900
Arkansas,2/1/21,18525,18525
California,2/1/21,240825,240825
Chicago,2/1/21,17550,17550
Colorado,2/1/21,34125,34125
Connecticut,2/1/21,23400,23400
Delaware,2/1/21,6825,6825
District of Columbia,2/1/21,4875,4875
Federal Entities,2/1/21,119925,104325
Florida,2/1/21,131625,131625
Georgia,2/1/21,62400,62400
Guam,2/1/21,7800,0
Hawaii,2/1/21,9750,9750
Idaho,2/1/21,10725,10725
Illinois,2/1/21,62400,62400
Indiana,2/1/21,40950,40950
Iowa,2/1/21,19500,19500
Kansas,2/1/21,17550,17550
Kentucky,2/1/21,28275,28275
Louisiana,2/1/21,29250,29250
Maine,2/1/21,8775,8775
Mariana Islands,2/1/21,7800,0
Marshall Islands,2/1/21,0,0
Maryland,2/1/21,38025,38025
Massachusetts,2/1/21,43875,43875
Michigan,2/1/21,62400,62400
Micronesia,2/1/21,0,0
Minnesota,2/1/21,34125,34125
Mississippi,2/1/21,18525,18525
Missouri,2/1/21,38025,38025
Montana,2/1/21,6825,6825
Nebraska,2/1/21,11700,11700
Nevada,2/1/21,18525,18525
New Hampshire,2/1/21,8775,8775
New Jersey,2/1/21,55575,55575
New Mexico,2/1/21,13650,13650
New York,2/1/21,70200,70200
New York City,2/1/21,53625,53625
North Carolina,2/1/21,63375,63375
North Dakota,2/1/21,4875,4875
Ohio,2/1/21,72150,72150
Oklahoma,2/1/21,24375,24375
Oregon,2/1/21,26325,26325
Palau,2/1/21,0,0
Pennsylvania,2/1/21,71175,71175
Philadelphia,2/1/21,10725,10725
Puerto Rico,2/1/21,22425,22425
Rhode Island,2/1/21,6825,6825
South Carolina,2/1/21,31200,31200
South Dakota,2/1/21,5850,5850
Tennessee,2/1/21,41925,41925
Texas,2/1/21,164775,164775
U.S. Virgin Islands,2/1/21,975,975
Utah,2/1/21,17550,17550
Vermont,2/1/21,4875,4875
Virginia,2/1/21,52650,52650
Washington,2/1/21,45825,45825
West Virginia,2/1/21,11700,11700
Wisconsin,2/1/21,36075,36075
Wyoming,2/1/21,3900,3900
Alabama,1/25/21,30225,30225
Alaska,1/25/21,0,0
American Samoa,1/25/21,0,0
Arizona,1/25/21,42900,42900
Arkansas,1/25/21,18525,18525
California,1/25/21,241800,241800
Chicago,1/25/21,17550,17550
Colorado,1/25/21,35100,35100
Connecticut,1/25/21,23400,23400
Delaware,1/25/21,6825,6825
District of Columbia,1/25/21,4875,4875
Federal Entities,1/25/21,105300,105300
Florida,1/25/21,132600,132600
Georgia,1/25/21,63375,63375
Guam,1/25/21,0,0
Hawaii,1/25/21,9750,9750
Idaho,1/25/21,10725,10725
Illinois,1/25/21,63375,63375
Indiana,1/25/21,40950,40950
Iowa,1/25/21,19500,19500
Kansas,1/25/21,18525,18525
Kentucky,1/25/21,28275,28275
Louisiana,1/25/21,29250,29250
Maine,1/25/21,8775,8775
Mariana Islands,1/25/21,0,0
Marshall Islands,1/25/21,0,0
Maryland,1/25/21,38025,38025
Massachusetts,1/25/21,43875,43875
Michigan,1/25/21,62400,62400
Micronesia,1/25/21,0,0
Minnesota,1/25/21,34125,34125
Mississippi,1/25/21,18525,18525
Missouri,1/25/21,38025,38025
Montana,1/25/21,6825,6825
Nebraska,1/25/21,11700,11700
Nevada,1/25/21,18525,18525
New Hampshire,1/25/21,8775,8775
